Assets_Total,Cash,Debt_in_Current_Liabilities_Total,Long_Term_Debt_Total,Earnings_Before_Interest,Gross_Profit_(Loss),Liabilities_Total,Retained_Earnings,Total_debt/total_asset,total_asset/total_libiilities,EBTI/total_asset,gross_profit/rev,EBTI/REV,Dividends_per_Share_Pay_Date_Calendar,Sales/Turnover_(Net),Stockholders_Equity_Total,Interest_and_Related_Expense_Total,Market_Value_Total_Fiscal,Book_Value_Per_Share,Common_Equity_Liquidation_Value,Comprehensive_Income_Parent,Employees,Inventories_Total,Earnings_Per_Share_from_Operations,Revenue_Total,Operating_Activities_Net_Cash_Flow,Financing_Activities_Net_Cash_Flow,Net_Cash_Flow,ID,Year,Rating
5919.824,2.812,32.481,3277.866,-4512.135,-4367.571,4670.912,-1058.954,0.553710043,1.26738076,-0.762207626,-3.51189159,-3.628133111,0.1875,1243.652,1248.912,191.414,709.8644,3.5539,1248.912,-4385.239,1.356,0,-9.01,1243.652,864.304,-334.46,529.844,469,2015,3
2781.035,11.941,100.911,1750.226,-228.343,-183.346,2232.341,-1188.99,0.629343392,1.245793093,-0.082107201,-0.437394138,-0.544739943,0,419.178,548.694,114.063,650.0174,5.166,548.694,-862.976,0.196,0,-8.29,419.178,84.273,525.728,610.001,470,2015,4
84135,12325,842,23502,4233,4233,71531,3252,0.27933678,1.176203324,0.050311999,0.310792952,0.310792952,0,13620,12604,528,25356.7095,15.1158,12604,2183,12,0,2.66,13620,6184,5116,11300,471,2015,2
4878.69,444.759,0,2180.51,327.423,464.199,2757.481,-230.912,0.446945799,1.769256071,0.067112893,0.298400513,0.210476953,0.28,1555.624,2121.209,138.904,1602.2286,7.2418,2121.209,-243.627,4.337,24.245,-0.44,1555.624,517.016,-84.044,432.972,472,2015,3
8228.223,626.595,2052.211,2550.175,267.982,267.982,5112.243,-81.693,0.309930224,1.60951328,0.032568636,0.570774388,0.570774388,1.28,469.506,2940.269,190.205,1001.5315,14.8813,1184.743,-95.365,0,0,-0.93,469.506,124.26,3208.593,3332.853,473,2015,4
113481,6877,3897,21457,13730,31788,53774,16106,0.18908011,2.110332131,0.120989417,0.646610118,0.279286426,0.82,49161,59707,566,144515.7,11.74,59698,8365,71.833,1627,1.83,49161,12552,-2313,10239,474,2015,1
7670.1,491.3,394.9,3282,975,1790.3,5590.9,-3483.5,0.427895334,1.371890036,0.127116987,0.661848429,0.360443623,0,2705,2079.2,205.5,11054.0294,7.3601,2079.2,114.5,5.29,283.1,0.68,2705,786.1,-936.7,-150.6,475,2015,3
2000.2,129.5,0,578.1,221.4,584.6,944.9,-462.2,0.289021098,2.116837761,0.110688931,0.371316057,0.140625,0,1574.4,1055.3,34.1,1556.7055,22.6488,1055.3,-450.4,12,303.2,1.5,1574.4,97.6,-50.6,47,476,2015,3
7053,12,100,5974,-3979,-3656,7969,-5698,0.847015454,0.885054587,-0.564157096,-1.521431544,-1.655846858,0.03,2403,-916,326,904.4594,-2.3597,-916,-3545,1.7,58,-8.28,2403,403,352,755,477,2015,3
3140.9,154.1,0,2034.1,586.6,1187.7,3085.4,1086.1,0.647616925,1.017987943,0.186761756,0.435118699,0.214903283,0.76,2729.6,55.5,94.8,4372.584,0.5378,55.5,327.1,10.057,1091.9,3.05,2729.6,310.8,-359.8,-49,478,2015,3
5612.4,188.1,93.4,3057.4,557.1,1799.1,4795.7,-1409.4,0.544758036,1.170298392,0.099262348,0.200305061,0.062025429,0,8981.8,816.7,210.2,2347.38,5.9181,816.7,-199.7,9.2,803.4,0.47,8981.8,356,-19.8,336.2,479,2015,4
2518.5,408.2,13,971.1,437.6,866.8,1734.4,132.8,0.385586659,1.452087177,0.173754219,0.420063,0.212066877,0.495,2063.5,784.1,28.8,8647.596,4.8077,770.2,144.3,8.9,0,1.35,2063.5,267.9,-199.9,68,480,2015,2
1325.008,78.278,4.524,861.713,128.397,273.001,1054.341,99.77,0.650345507,1.256716755,0.096902811,0.37928184,0.178382681,0,719.784,270.667,61.758,514.998,5.7813,270.667,114.108,7.8,11.742,2.02,719.784,56.715,92.713,149.428,481,2015,4
2929,155,74,2387,511,948,3252,-3060,0.814953909,0.900676507,0.174462274,0.426834759,0.230076542,0.3,2221,-323,152,1594.8399,-2.8876,-357,12,4.9,0,0.23,2221,262,-78,184,482,2015,4
3177.185,168.156,15.193,1869.235,495.614,745.31,2538.15,-220.169,0.58833055,1.25177196,0.155991546,0.24458406,0.162642772,0.27,3047.255,639.035,109.155,1244.6624,9.3734,636.138,103.259,12,186.848,2.01,3047.255,329.797,-86.03,243.767,483,2015,3
5387.1,21.5,17.4,1145.1,859.6,859.6,2508.6,2064.9,0.212563346,2.147452762,0.159566372,0.070321831,0.070321831,0.4667,12223.8,2657.2,56.2,8782.4671,10.9439,2643.4,519.6,65,824.2,2.05,12223.8,684.7,-439.7,245,484,2015,2
3680.7,116,118.3,611.4,376.5,1332.9,1460.1,981.4,0.166109707,2.520854736,0.102290325,0.581950751,0.164381767,0,2290.4,2220.6,25.6,5377.515,8.854,2219.7,31,8.451,261.1,0.52,2290.4,354.9,-202.8,152.1,485,2015,2
1195.85,134.006,0,1249.33,-663.299,-638.011,1367.108,-680.7,1.044721328,0.874729721,-0.554667391,-2.527557028,-2.62773847,0,252.422,-171.258,119.492,89.2364,-3.5888,-171.258,-1047.109,0.125,1.198,-29.95,252.422,30.086,263.574,293.66,486,2015,4
1893.878,465.995,12.284,222.909,156.502,268.246,571.974,691.889,0.117699767,3.31112603,0.082635735,0.105572376,0.061593791,0,2540.873,1321.904,2.996,1037.1793,26.3443,1321.904,91.86,10.5,411.986,1.63,2540.873,146.804,159.637,306.441,487,2015,3
4259,94,24,2462,365,451,3619,-177,0.578069969,1.176844432,0.085700869,0.274164134,0.221884498,1,1645,640,134,2029.19,4.8702,638,56,3.8,17,0.77,1645,247,208,455,488,2015,3
26861,184,229,16822,2597,2863,22185,2062,0.626261122,1.210773045,0.096682923,0.147296393,0.133611154,0,19437,4105,1004,2991.4432,35.643,4019,148,137,580,2.04,19437,921,-195,726,489,2015,4
8102.349,175.309,40.528,4712.515,2222.97,5596.95,9803.739,-1668.256,0.581623305,0.826454988,0.274361176,0.549402494,0.218209071,0,10187.34,-1701.39,153.007,21951.5374,-55.494,-1701.39,1039.626,81,3421.635,36.76,10187.34,1525.123,-896.702,628.421,490,2015,2
438.416,84.933,7.912,178.408,-31.107,74.295,326.376,-774.312,0.406937703,1.343285045,-0.070953159,0.335397922,-0.140429681,0,221.513,112.04,18.753,80.7677,0.6974,111.959,-27.096,0.56,32.721,-0.72,221.513,-16.524,-9.513,-26.037,491,2015,4
9190,755,45,3116,18,433,6753,-979,0.3390642,1.360876647,0.001958651,0.037411439,0.00155521,0.2,11574,2437,253,1167.3224,16.6529,2436,-1370,33.2,2074,-1.79,11574,359,-407,-48,492,2015,3
757.021,86.954,0,258,131.729,183.612,325.639,565.194,0.340809568,2.324724618,0.174009704,0.260589666,0.186955189,0,704.602,431.382,16.887,1056.8735,15.2777,431.382,22.578,8.6,93.458,2.43,704.602,92.749,9.127,101.876,493,2015,3
36850,1262,2529,18278,3731,3927,30141,-3740,0.496010855,1.222587174,0.101248304,0.264159828,0.25097538,0.4,14866,6171,1590,6381.3621,4.7225,3149,-304,21,675,0.92,14866,2113,28,2141,494,2015,3
1250.1,72.5,0.1,197.9,186,276.5,475.7,-15.8,0.158307335,2.627916754,0.148788097,0.19864932799999999,0.13363029,1.6,1391.9,774.4,25.9,1510.3976,42.8935,774.4,-172.2,2.79,219.6,-13.56,1391.9,158.8,-284.4,-125.6,495,2015,3
1855.744,181.109,65.737,284.207,-138.705,517.257,541.469,-743.293,0.153149896,3.427239602,-0.074743607,0.823218506,-0.220750078,0,628.335,1314.275,13.247,11962.6454,8.7211,1314.275,-227.824,1.5,38.411,-1.57,628.335,-40.36,40.891,0.531,496,2015,3
5879.545,181.12,0,1223.025,560.326,560.326,3643.405,229.167,0.208013545,1.61375005,0.095300912,0.538108573,0.538108573,0,1041.288,2236.14,68.932,NA,6.5835,2236.14,1192.461,0.8,0,1.43,1041.288,152.036,-71.84,80.196,497,2015,4
5040,192,0,3012,545,1716,4147,1329,0.597619048,1.215336388,0.108134921,0.470136986,0.149315068,0,3650,893,193,3633.0833,17.1197,893,-197,7,397,-0.02,3650,110,-149,-39,498,2015,3
1376.008,1.089,10.129,421.58,76.657,376.958,747.076,2.302,0.306379033,1.841858124,0.055709705,0.239073383,0.048617215,0,1576.746,628.932,27.552,1093.775,9.6314,628.932,-4.831,9.6,266.488,0.51,1576.746,0.743,72.16,72.903,499,2015,4
4908.163,241.1,0,350,150.422,150.422,2949.809,2011.89,0.071309775,1.663891798,0.030647311,0.195760785,0.195760785,3.89,768.397,1958.354,14.596,NA,36.8798,1958.354,81.848,0.938,0,2.12,768.397,111.96,-295.687,-183.727,500,2015,2
19504.8,1308,4.8,6521.5,5615.3,9741.2,10129.9,11984.4,0.334353595,1.925468168,0.287893237,0.904996377,0.521683792,0,10763.8,9374.9,105.9,66968.11,42.8765,9372.8,3428.7,7.35,893.4,15.72,10763.8,3716.1,986.4,4702.5,501,2015,1
10059.343,15.509,0,249.346,150.662,150.662,8794.682,1279.65,0.024787504,1.143798377,0.01497732,0.139700537,0.139700537,1,1078.464,1264.661,13.122,1345.9799,31.1754,1264.661,-27.746,1.396,0,2.28,1078.464,207.043,212.64,419.683,502,2015,2
950.126,178.853,38.417,277.216,219.454,320.182,510.315,-113.407,0.291767618,1.861842196,0.230973576,0.157920462,0.108239305,0,2027.489,439.811,19.548,768.1219,6.7736,439.811,103.426,5.3,166.982,1.54,2027.489,131.795,-91.411,40.384,503,2015,3
19720.6,785.6,64.6,5246.9,1345.7,2274.8,9057.8,2040.7,0.266061885,2.177195345,0.068238289,0.494102826,0.292295662,0.5,4603.9,10662.8,123.4,27040.629,72.8817,10662.6,90.8,13.5,838.9,2.85,4603.9,1198.3,1523.9,2722.2,504,2015,2
51839,12851,983,21195,23254,29620,32724,18089,0.408862054,1.584127857,0.448581184,0.907503294,0.712460553,1.29,32639,19115,688,143892.18,13.0352,18536,17895,8,1955,12.42,32639,20329,-4963,15366,505,2015,1
5741,237,3,62,1372,5838,1972,1989,0.010799512,2.911257606,0.238982756,0.379361882,0.089154591,0.52,15389,3769,NA,11042.685,10.8025,3769,515,90.9,500,1.64,15389,1129,-622,507,506,2015,2
10168.365,778.511,6.805,3264.417,1240.603,2371.431,4869.418,3897.751,0.321036568,2.088209515,0.122006144,0.661968041,0.346305474,1,3582.395,5298.947,84.225,19144.1173,52.5324,5298.947,555.215,10.806,189.868,6.58,3582.395,928.825,996.242,1925.067,507,2015,2
487.262,17.615,5.702,147.134,117.25,209.892,270.534,-153.895,0.301960752,1.801111875,0.240630297,0.264712003,0.147873584,0.5,792.907,216.728,5.104,792.018,3.6941,216.728,45.692,1.97,115.816,1.14,792.907,102.268,-31.238,71.03,508,2015,3
63848,2155,198,23594,7664,12456,40200,-78827,0.369533893,1.588258706,0.120035083,0.442990255,0.272565616,1.4,28118,23619,1382,51412.65,29.7094,23619,3551,24.8,1753,4.79,28118,3843,-3313,530,509,2015,2
990.194,76.021,59.801,305.401,35.29,51.91,619.854,-90.162,0.30842542,1.597463274,0.035639481,0.178769449,0.12153292,0,290.374,370.34,27.45,107.5774,1.6696,370.34,-53.603,0.672,40.621,-0.28,290.374,51.695,-30.642,21.053,510,2015,4
9942.364,81.692,2017.026,1196.928,1408.382,2827.971,5059.549,3309.139,0.120386661,1.965069219,0.141654641,0.350362253,0.174486899,0,8071.563,4860.863,78.177,14001.4133,65.6599,4854.173,251.055,34.1,1607.256,10.19,8071.563,911.873,964.083,1875.956,511,2015,2
18319,147,256,8975,3564,4816,13413,7633,0.48992849,1.365764557,0.194552104,0.446919079,0.330734967,2.86,10776,4793,194,29171.6096,15.4065,4389,136,26.657,531,5.83,10776,2682,-1297,1385,512,2015,1
1079.729,99.662,0.513,444.147,139.234,426.074,807.753,-362.013,0.411350441,1.336706889,0.128952728,0.272479317,0.089041775,0,1563.693,271.976,28.76,774.8977,3.6713,271.976,18.277,5.326,157.828,0.36,1563.693,105.04,196.004,301.044,513,2015,4
34362,429,856,18737,2688,4752,30625,-12251,0.54528258,1.12202449,0.078225947,0.414985591,0.234739324,0,11451,3660,1537,14405.2321,0.7429,668,-1771,24,139,-0.61,11451,795,-16,779,514,2015,4
6501.3,426.7,306.2,928.8,643.5,1778,3618,2535.8,0.142863735,1.796932007,0.098980204,0.238104804,0.086175726,0.48,7467.3,2883.3,64.1,3804.3629,33.8639,2838.3,-287.3,19.588,1423.4,3.24,7467.3,524.2,-153.4,370.8,515,2015,2
18133,319,3,5674,1941,5510,11813,-8839,0.312910164,1.535003809,0.107042409,0.736926575,0.259596095,0,7477,6320,235,24832.1891,4.6931,6320,-295,25,1016,0.61,7477,600,1322,1922,516,2015,2
3389.4,6.3,489.7,1594.9,556.2,556.2,2461.3,827.1,0.470555261,1.377077154,0.164099841,0.67393675,0.67393675,0,825.3,928.1,76,4308.8647,46.0984,928.1,299.7,1.425,0,14.35,825.3,404.2,235.2,639.4,517,2015,3
11151,1383.8,1026.5,2785,1165.1,2351.1,5255.6,3291,0.249753385,2.121736814,0.104483903,0.216961196,0.107516264,0.2675,10836.5,5895.4,169.2,10823.4759,15.989,5894.3,749.9,6.23,8438,2.07,10836.5,700.4,117,817.4,518,2015,3
2466.7,79.7,154.9,923.7,212.1,551.5,2205.6,-313,0.374467913,1.118380486,0.085985325,0.130529455,0.050199995,0.72,4225.1,242.9,94.7,656.8344,4.6618,228,-198.7,12,807.8,-0.41,4225.1,198.9,-259.3,-60.4,519,2015,4
12446.1,1530.1,0,2347.5,4256.9,5441.7,6626.3,5775.4,0.188613301,1.878288034,0.34202682,0.283973553,0.222145105,0.68,19162.7,5819.8,74.1,84413.084,3.9176,5818,2563.8,238,1306.4,1.62,19162.7,3749.1,-2256.5,1492.6,520,2015,1
11539,505,83,7206,896,1024,8620,-667,0.624490857,1.33863109,0.07764971,0.264599483,0.231524548,0,3870,2919,558,1566.4868,21.5651,2521,49,2.591,597,0.87,3870,94,-265,-171,521,2015,4
4914.244,564.017,29.957,1588.263,398.045,908.753,2703.432,-453.856,0.323195796,1.81777977,0.080998217,0.327529901,0.143462128,0.32,2774.565,2210.812,99.018,2032.1111,14.6545,2210.812,-1864.132,8.3,148.761,-0.99,2774.565,632.612,-68.859,563.753,522,2015,2
1134.754,47.584,0.291,399.848,132.41,521.755,628.374,116.151,0.352365358,1.805857658,0.116686084,0.316073972,0.080212657,0,1650.737,506.38,38.427,798.2333,10.1013,505.286,30.903,3.3,335.946,0.78,1650.737,87.449,-68.37,19.079,523,2015,3
1767.307,23.869,0,755.508,220.27,678.745,982.513,241.405,0.427491092,1.79876195,0.124635957,0.328688799,0.106667868,0,2065.008,784.794,25.044,2383.4738,14.8005,784.794,94.058,3.32,0,1.65,2065.008,117.493,337.659,455.152,524,2015,3
12012.3,1073.4,1017.5,3750.8,907,907,7678.2,1304.3,0.312246614,1.564468235,0.07550594,0.32517119,0.32517119,1.6625,2789.3,4334.1,205.3,6363.8883,23.7117,3490.6,911.7,3.454,314.3,2.29,2789.3,674.2,221.1,895.3,525,2015,2
2980,229.4,9.6,1255.3,353.1,559,2042.3,1111.8,0.421241611,1.459139206,0.118489933,0.310970182,0.196428571,0.2,1797.6,937.7,63.1,1595.1942,26.1758,910.5,39.9,3.868,194.9,4.35,1797.6,270,-183.8,86.2,526,2015,3
379.319,148.013,0,347.008,-213.97,-193.193,542.386,-453.516,0.914818398,0.699352491,-0.564089856,-1.665902095,-1.845062042,0,115.969,-163.067,38.437,32.8205,-2.4842,-163.068,-299.263,0.119,0,-4.61,115.969,30.105,-81.432,-51.327,527,2015,4
5642.1,46.898,0,1219.454,706.328,706.328,3145.169,673.265,0.216134773,1.793894064,0.125188848,0.59193482,0.59193482,0.01,1193.253,2496.931,91.102,2770.0161,12.0699,2496.931,216.697,1.881,0,1.77,1193.253,13.755,0.601,14.356,528,2015,4
5621.643,0.018,0,2517.97,-120.293,129.119,3769.242,1546.113,0.447906422,1.491451862,-0.021398193,0.085287073,-0.079457229,0.1,1513.934,1852.401,153.2,1338.3742,27.2108,1852.401,-449.8,0.786,0,-6.37,1513.934,978.352,166.185,1144.537,529,2015,3
3185.419,530.009,35.531,1034.859,149.52,306.131,1794.48,1121,0.324873745,1.775120926,0.04693888,0.290244194,0.141760592,0,1054.736,1390.939,61.797,901.6668,74.0787,1270.82,-70.897,4.849,24.768,0.12,1054.736,171.157,85.166,256.323,530,2015,4
5209.95,1481.447,40,1748.213,380.34,2452.772,2963.734,179.291,0.33555274,1.757900675,0.07300262,0.759152852,0.117718319,1.36,3230.933,2215.825,73.636,4986.2518,21.7321,1804.526,55.069,5,0,1.91,3230.933,349.253,734.808,1084.061,531,2015,3
3334.734,112.974,0.179,946.084,-996.2,-954.233,1295.897,-786.548,0.283705987,2.573301736,-0.298734472,-1.345904738,-1.405097392,0,708.99,2038.837,64.801,2661.4715,18.822,2038.837,-1253.386,0.23,0,-11.71,708.99,322.179,1222.708,1544.887,532,2015,4
5464.323,288.189,0,589.395,-1126.03,-1024.195,1542.887,-1604.445,0.107862401,3.541622296,-0.206069444,-1.186383055,-1.304344301,0.0156,863.292,3921.436,45.543,2125.6349,5.242,3751.681,-1543.34,7.381,175.626,-1.57,863.292,221.758,-39.216,182.542,533,2015,3
30743,427,369,4530,1259.5,1259.5,15677,1397,0.147350616,1.961025706,0.040968676,0.288413098,0.288413098,0,4367,15066,280,11860.416,48.7365,15053,314,6.824,405,1.14,4367,1361,102,1463,534,2015,2
135840.7,1096,2432.8,40293.4,6874.7,11819.8,59251.4,3153.4,0.296622441,2.292615871,0.050608544,0.784274434,0.456154203,0,15071,76589.3,1193.3,123281.25,181.652,71661.7,3886.5,31.2,1009.7,2.15,15071,4530,33443.4,37973.4,535,2015,2
24705,2571,299,3821,2817.1,10112,14359,11075,0.154665048,1.720523713,0.114029549,0.18626241,0.051890807,1.14,54289,10346,186,NA,69.7696,10346,1111,50.1,0,7.09,54289,868,-552,316,536,2015,2
4968,808,0,500,1088,3686,2636,5997,0.100644122,1.884673748,0.21900161,0.879293893,0.259541985,1.05,4192,2332,27,29372.9636,8.3974,2332,337,7.7,0,1.75,4192,1504,-1337,167,537,2015,2
3493.264,412.253,113.416,423.949,309.998,582.369,1972.793,-4240.558,0.121361855,1.770719989,0.088741647,0.091358578,0.048630639,0,6374.541,1520.471,25.011,1668.0995,19.4787,1520.471,360.916,43.854,918.728,4.75,6374.541,174.896,-126.761,48.135,538,2015,3
16377,515,843,4513,2080,4101,10370,4246,0.275569396,1.579267117,0.127007388,0.277188239,0.140588036,3.31,14795,6007,290,12328.92,43.5,6003,350,15.2,3314,7.05,14795,1663,-573,1090,539,2015,2
6676.684,116.301,0,1390.018,1746.077,4375.699,4715.37,678.84,0.208189874,1.415940637,0.261518592,0.549250415,0.219172643,0,7966.674,1961.314,64.552,24768.5105,20.0673,1961.314,931.216,71.621,2631.015,9.44,7966.674,1281.476,-1008.547,272.929,540,2015,2
20921.855,121.565,899.677,7767.378,2113.177,3199.681,12858.816,5616.429,0.37125666,1.627043656,0.101003329,0.385546749,0.254628046,1.275,8299.074,8063.039,300.941,22063.0715,36.9876,8063.039,234.344,66.1,121.332,4.85,8299.074,1946.366,-253.512,1692.854,541,2015,3
2595.1,279.8,18.6,1128,408.7,818.3,1889.9,295.8,0.434665331,1.373141436,0.157489114,0.24227262,0.121003079,0.4,3377.6,705.2,65.1,2709.128,8.2556,704.2,115.6,6.9,287,1.88,3377.6,227.2,-70.4,156.8,542,2015,3
9603.207,913.963,323.833,1346.558,1117.661,2007.953,7268.196,1418.056,0.140219616,1.321264176,0.116384141,0.112181184,0.062441967,0.32,17899.196,2335.011,128.091,3716.5158,12.0523,2314.856,146.203,161,2507.264,1.68,17899.196,1240.282,-162.549,1077.733,543,2015,2
50383.152,1525.275,0,3196.709,951.302,951.302,44247.771,5328.587,0.063447976,1.138659663,0.018881351,0.091311744,0.091311744,1.4,10418.178,6135.381,165.507,NA,94.0937,6135.381,-446.679,2.201,0,7.55,10418.178,2088.615,-708.282,1380.333,544,2015,1
1275.191,200.188,31.222,480.404,43.221,205.309,853.334,-139.529,0.376731015,1.494363286,0.033893746,0.147199074,0.030987883,0.02,1394.771,344.683,34.032,212.4212,6.4002,345.059,-150.754,6,269.791,-1.79,1394.771,63.93,-0.726,63.204,545,2015,4
1294.769,7.78,0.601,749.957,63.124,87.23,995.171,145.696,0.579220695,1.301051779,0.048753098,0.390063945,0.282269821,0,223.63,299.598,54.722,359.8669,24.6177,299.598,-98.196,0.264,31.455,-7.93,223.63,52.159,45,97.159,546,2015,4
104656,495,5,5124,3546,3546,84631,38658,0.048960404,1.236615425,0.033882434,0.100379324,0.100379324,1.18,35326,20025,292,NA,47.8215,18220,855,41.6,0,5.3,35326,3616,-4520,-904,547,2015,1
852.444,49.044,4.747,426.272,113.312,236.077,704.062,-178.144,0.500058655,1.210751326,0.132926034,0.286074185,0.137309599,0.44,825.23,148.382,18.484,463.3476,6.8275,148.382,84.548,6.543,178.027,2.19,825.23,66.099,-26.404,39.695,548,2015,3
2406.4,472.785,264.694,93.75,356.025,802.461,756.885,1648.141,0.03895861,3.179346929,0.147949219,0.515367033,0.228651047,0.44,1557.067,1649.515,14.086,3855.4145,12.0096,1649.515,179.969,3.003,393.092,1.58,1557.067,275.814,-166.538,109.276,549,2015,2
6014.038,163.166,297.629,2982.395,930.479,930.479,4255.066,744.819,0.49590558,1.413383012,0.154717845,0.455376946,0.455376946,1.44,2043.316,1758.972,141.637,3250.5039,35.937,1758.972,313.377,4.5,0,5.07,2043.316,688.924,106.266,795.19,550,2015,3
1946.7,198.3,72.4,358.1,265.9,729.7,1616.1,-330.6,0.18395233,1.204566549,0.136590127,0.238355001,0.086855687,0.4,3061.4,330.6,18.9,1411.254,6.501,317.9,-111.5,59.9,13.3,1.08,3061.4,208.8,-49,159.8,551,2015,2
8841.5,577.7,441.5,2124.6,1361.3,2023.3,5210,3599.9,0.240298592,1.697024952,0.153967087,0.252181175,0.169670456,0.52,8023.2,3631.5,76.9,9481.4198,16.2029,3553.7,383.1,30,723.6,3.09,8023.2,867.9,736.6,1604.5,552,2015,2
6082,96,300,3807,1557,1557,9672,4682,0.625945413,0.628825476,0.256001315,0.107483087,0.107483087,0.95,14486,-3590,176,17182.352,-14.007,-3590,733,127.5,0,3.17,14486,1430,-1805,-375,553,2015,2
3315.841,216.751,2.5,1750.521,346.042,974.355,2490.318,620.729,0.527926701,1.331493006,0.104360251,0.42194081,0.149852201,0.2,2309.222,825.523,100.613,2001.6541,19.6303,824.099,53.248,8.2,195.942,2.45,2309.222,236.41,-6.019,230.391,554,2015,3
4350.9,158.821,29.75,3239.799,498.716,903.535,3842.889,-438.197,0.744627318,1.132195075,0.114623641,0.410803789,0.226747633,0,2199.432,508.011,224.099,2217.7702,4.5511,507.961,46.971,18.243,15.462,0.4,2199.432,339.846,-199.724,140.122,555,2015,4
33440,4801,1293,5150,4751,16261,22597,5397,0.154007177,1.479842457,0.142075359,0.139940963,0.040886755,6.555,116199,10843,124,61335.1776,24.2424,10617,1332,205,8908,5.41,116199,4285,-2324,1961,556,2015,1
889.772,68.858,0.4,208.882,90.486,227.135,479.686,162.657,0.234759017,1.854905084,0.101695715,0.218215863,0.086932796,0,1040.873,410.086,15.169,796.1448,13.1039,410.086,17.583,2.628,107.058,1,1040.873,86.684,-0.184,86.5,557,2015,3
5488.498,0.247,0,1854.929,-351.835,-283.654,3074.024,-1886.932,0.337966599,1.785444095,-0.064104059,-0.319269467,-0.396011242,0.9,888.447,2414.474,105.398,943.4118,11.4657,2414.474,-627.844,0.27,0,-4.66,888.447,549.42,46.452,595.872,558,2015,3
4768,5,0,2467,-4118,-3900,3389,-1037,0.517407718,1.406904692,-0.863674497,-2.504816956,-2.644829801,0,1557,1379,156,5323.267,8.4347,1379,-3363,1.111,34,-20.9,1557,1209,380,1589,559,2015,2
15611,293,431,6608,2172,3157,11590,4756,0.423291269,1.346937015,0.139132663,0.327218076,0.22512437800000001,1.6,9648,4021,286,9975.4126,26.6713,3941,735,15,1479,6.87,9648,1612,-832,780,560,2015,2
19019.589,1201.112,1676.197,15128.145,-275.316,190.687,17458.186,-3623.948,0.795398102,1.089436726,-0.014475392,0.703940787,-1.016357495,0,270.885,1561.403,997.383,8777.5528,-3.8273,-901.85,-975.109,0.888,18.125,-3.94,270.885,-265.622,378.574,112.952,561,2015,4
6961.732,168.409,31.919,1566.135,764.369,982.603,2901.555,768.814,0.224963414,2.399310714,0.109795809,0.277605189,0.215949678,1.6,3539.57,4060.177,82.119,8806.5418,62.9241,4057.284,289.329,7.3,469.141,4.59,3539.57,573.151,-601.939,-28.788,562,2015,2
1979.222,1.613,5.363,900.619,187.2,187.2,1213.693,308.1,0.455036878,1.6307435240000001,0.094582619,0.353473653,0.353473653,0.748,529.601,765.529,35.9,1388.2112,17.1666,765.529,-8.718,1.982,15.596,1.41,529.601,152.814,-140.576,12.238,563,2015,3
9615.014,213.734,677.345,3174.674,913.069,1530.808,6213.701,1194.119,0.330178822,1.547389229,0.094962836,0.419246111,0.250064428,1.145,3651.335,3401.313,136.909,6285.3862,29.0004,3254.392,-23.969,6.963,508.728,4.19,3651.335,360.689,-478.325,-117.636,564,2015,2
2421.203,251.583,178.55,1349.725,78.507,286.026,1790.78,-227.163,0.557460486,1.352038218,0.03242479,0.175755017,0.048240367,0,1627.413,630.423,121.754,435.3711,19.302,630.423,345.37,1.063,1697.59,0.73,1627.413,-81.049,-18.899,-99.948,565,2015,4
25356.8,228.3,74.1,5558.3,1842.8,2884.8,13558.7,881.4,0.219203527,1.870149793,0.072674785,0.253468409,0.16191472,1.3911,11381.3,11783.9,137.9,13220.08,45.3377,11651.8,222.4,41.4,1963.4,3.92,11381.3,1203.6,-718,485.6,566,2015,2
1393.526,15.087,16.5,817.932,97.042,148.787,1079.645,35.998,0.586951374,1.290726118,0.069637739,0.222975363,0.145429205,0.28,667.28,313.881,29.899,427.9731,11.6894,313.849,-31.951,5.313,119.836,1.03,667.28,33.31,611.851,645.161,567,2015,4
48964.5,597.3,838.5,30297.8,5427.7,8388.4,42934.7,-4291.3,0.618770742,1.140441182,0.110849697,0.802986646,0.519571148,0,10446.5,6029.8,1503.7,34858.5296,17.2369,5911,-917.4,22,1256.6,2.07,10446.5,2200.4,13681.8,15882.2,568,2015,4
4084.4,56.6,0,2354.1,330.8,592.7,4680,-3244.2,0.576363725,0.872735043,0.080991088,0.08855653,0.049425511,0,6692.9,-595.6,175.1,398.4826,-5.4954,-977.6,-491.8,8.5,1226.3,-1.03,6692.9,200.3,-166.4,33.9,569,2015,4
5138.752,237.009,142.656,5132.931,763.875,1216.782,5816.795,-1639.145,0.998867235,0.883433575,0.148649906,0.428692223,0.269125671,0,2838.358,-678.043,444.927,1295.8578,-8.3823,-678.043,-2.586,18.204,0,0.3,2838.358,398.982,410.359,809.341,570,2015,4
3503.342,59.638,17.141,2118.716,345.529,479.569,2496.505,126.392,0.60476996,1.403298611,0.098628395,0.260167731,0.187450598,2.51,1843.307,1006.837,106.136,2157.9291,13.4874,1006.738,134.495,15.806,0,1.92,1843.307,142.157,332.25,474.407,571,2015,3
4789.602,156.884,47.244,1912.756,420.847,743.421,2814.992,414.571,0.399355938,1.701462029,0.0878668,0.218817606,0.123871579,0,3397.446,1974.61,94.897,1733.0122,11.3559,1870.709,-80.327,10,344.583,0.56,3397.446,421.348,-139.978,281.37,572,2015,3
